prediction,ground_truth,anls_score,exact_match
surfing,surfing,1.0,True
boats,lighthouse,0.0,False
passenger,jet,0.0,False
cake,candle,0.5,False
parrot,parrot,1.0,True
left,left,1.0,True
jet,military,0.0,False
hay,hay,1.0,True
cross country,cross country,1.0,True
silver,green,0.0,False
skateboard,watching,0.0,False
sunny,cloudy,0.0,False
roses,daisies,0.0,False
oak,oak,1.0,True
leaves,leaves,1.0,True
left,man,0.0,False
river,cumulus,0.0,False
black and white,black and white,1.0,True
morning,lunch,0.0,False
phone,phone,1.0,True
kitchen,kitchen,1.0,True
clock,eagle,0.0,False
kitchen,kitchen,1.0,True
wild,africa,0.0,False
left,left,1.0,True
middle,clean,0.0,False
cows,cows,1.0,True
plate,store,0.0,False
playing wii,playing wii,1.0,True
down,down,1.0,True
on desk,desk,0.5714285714285714,False
elephant,elephant,1.0,True
bananas,bananas,1.0,True
books,books,1.0,True
man,woman,0.6,False
silver,silver,1.0,True
6,35,0.0,False
pine,pine,1.0,True
afternoon,afternoon,1.0,True
people,people,1.0,True
tie,brush,0.0,False
plaid,plaid,1.0,True
skateboarder,concrete,0.0,False
tan,black,0.0,False
on counter,microwave,0.0,False
tracks,building,0.0,False
ham,ham,1.0,True
usa,usa,1.0,True
riding,riding,1.0,True
cloudy,cloudy,1.0,True
10 feet,3 feet,0.7142857142857143,False
dog,dog,1.0,True
concrete,brick,0.0,False
bathroom,bathroom,1.0,True
dog,dog,1.0,True
vanilla,vanilla,1.0,True
books,shelves,0.0,False
slow,very,0.0,False
bedroom,bedroom,1.0,True
many,10,0.0,False
t,e,0.0,False
standing,walking,0.5,False
tie,tie,1.0,True
red,tan,0.0,False
clear,clear,1.0,True
on counter,on counter,1.0,True
soup,soup,1.0,True
toilet,dress,0.0,False
soup,soup,1.0,True
cloudy,cloudy,1.0,True
pizza,pizza,1.0,True
silver,gray,0.0,False
zoo,zoo,1.0,True
left,forward,0.0,False
real,real,1.0,True
outdoors,outdoors,1.0,True
9,25,0.0,False
tv,samsung,0.0,False
round,3 feet,0.0,False
broccoli,broccoli,1.0,True
0,0,1.0,True
shirt,watch,0.0,False
train,roof,0.0,False
beach,sun,0.0,False
beach,beach,1.0,True
scissors,scissors,1.0,True
grass,rocks,0.0,False
pizza,pizza,1.0,True
outdoors,outdoors,1.0,True
dodgers,dodgers,1.0,True
apple,apple,1.0,True
kite,kite,1.0,True
living room,on couch,0.0,False
dirt,grass,0.0,False
phone,phone,1.0,True
laptop,laptop,1.0,True
mirror,door,0.0,False
broccoli,broccoli,1.0,True
cloudy,cloudy,1.0,True
traveling,traveling,1.0,True
banana,banana,1.0,True
small,real,0.0,False
8,10,0.0,False
surfboards,surfboards,1.0,True
tennis,tennis,1.0,True
laptop,remote,0.0,False
bat,sandals,0.0,False
seagulls,seagulls,1.0,True
3,6,0.0,False
0,6,0.0,False
man,jacket,0.0,False
9,16,0.0,False
night,car,0.0,False
0,2,0.0,False
no one,boy,0.0,False
playing wii,game,0.0,False
tie,tie,1.0,True
helmet,goggles,0.0,False
electricity,smoke,0.0,False
scissors,paper,0.0,False
beach,beach,1.0,True
chocolate,cake,0.0,False
metal,metal,1.0,True
batting,pitching,0.5,False
nike,nike,1.0,True
beach,beach,1.0,True
plane,clouds,0.0,False
sneakers,sandals,0.0,False
sunny,overcast,0.0,False
polo,polo,1.0,True
apple,apple,1.0,True
snowboarding,shadow,0.0,False
vase,table,0.0,False
sand,kites,0.0,False
tabby,tabby,1.0,True
oranges,oranges,1.0,True
downtown,street,0.0,False
water,water,1.0,True
playing,running,0.0,False
10 feet,1 foot,0.5714285714285714,False
bus,background,0.0,False
bed,striped,0.0,False
umbrellas,chinese,0.0,False
picture,bag,0.0,False
man,man,1.0,True
eating,eating,1.0,True
bear,bear,1.0,True
hat,shoes,0.0,False
dog,dog,1.0,True
many,lot,0.0,False
emirates,fedex,0.0,False
wood,granite,0.0,False
chinese,steel,0.0,False
stop,bus stop,0.5,False
skiing,skiing,1.0,True
sign,car,0.0,False
office,inside,0.0,False
elephants,elephants,1.0,True
concrete,fur,0.0,False
batter,catcher,0.5714285714285714,False
downhill,downhill,1.0,True
towel,towel,1.0,True
breakfast,tan,0.0,False
on counter,counter,0.7,False
apple,chef,0.0,False
tie,tie,1.0,True
kitchen,kitchen,1.0,True
clear,clear,1.0,True
navy,navy,1.0,True
brown and white,brown and black,0.6666666666666667,False
on table,on table,1.0,True
stripes,striped,0.8571428571428572,False
snow,snow,1.0,True
laptop,mac,0.0,False
living room,table,0.0,False
catcher,catcher,1.0,True
soda,water,0.0,False
phone,phone,1.0,True
cat,cat,1.0,True
sheep,sheep,1.0,True
remote,cat,0.0,False
tv,dresser,0.0,False
usa,2010,0.0,False
cheese,cheese,1.0,True
solid,stripes,0.0,False
toothbrush,toothbrush,1.0,True
plastic,plastic,1.0,True
baseball field,baseball,0.5714285714285714,False
tie,nothing,0.0,False
cat,kitten,0.0,False
beach,wall,0.0,False
0,0,1.0,True
grass,grass,1.0,True
3,9,0.0,False
glasses,beard,0.0,False
man,man,1.0,True
on,on,1.0,True
round,triangle,0.0,False
living room,living room,1.0,True
surfboard,surfboard,1.0,True
broccoli,broccoli,1.0,True
carpet,carpet,1.0,True
north,south,0.6,False
vegetables,salad,0.0,False
left,neither,0.0,False
red,gold,0.0,False
ponytail,right,0.0,False
bed,bed,1.0,True
open,open,1.0,True
wood,leather,0.0,False
hat,hats,0.75,False
batting,batting,1.0,True
tag,tag,1.0,True
bikes,bikes,1.0,True
9,10,0.0,False
left,sad,0.0,False
desk,bottle,0.0,False
1,2,0.0,False
hat,hat,1.0,True
remote,wii remote,0.6,False
on wall,up,0.0,False
plastic,glass,0.0,False
background,not possible,0.0,False
ford,bmw,0.0,False
off,off,1.0,True
frisbee,frisbee,1.0,True
silver,yellow,0.0,False
10 feet,5 feet,0.7142857142857143,False
standing,resting,0.0,False
open,open,1.0,True
phone,hair dryer,0.0,False
wii remote,controller,0.0,False
phone,phone,1.0,True
pillow,feet,0.0,False
breakfast,knife,0.0,False
brick,maple,0.0,False
summer,fall,0.0,False
20,bicycles,0.0,False
computer,laptop,0.0,False
carrots,broccoli,0.0,False
blue,black,0.0,False
running,running,1.0,True
shrimp,rice,0.0,False
meat,meat,1.0,True
fence,cone,0.0,False
stop,pots,0.0,False
1,0,0.0,False
round,squares,0.0,False
baseball,baseball,1.0,True
pink,clear,0.0,False
tv,blinds,0.0,False
off,off,1.0,True
on pole,very,0.0,False
down,up,0.0,False
carrots,steak,0.0,False
baseball,bob,0.0,False
ponytail,ponytail,1.0,True
man,santa,0.0,False
kite,kite,1.0,True
tennis racket,tennis racket,1.0,True
yellow,red and blue,0.0,False
gray,tan,0.0,False
river,water,0.0,False
nike,nike,1.0,True
cow,horse,0.0,False
snowboarding,snowboarding,1.0,True
oranges,cups,0.0,False
sandwich,hot dog,0.0,False
belt,watch,0.0,False
cleats,cleats,1.0,True
10,6,0.0,False
apples,apples,1.0,True
boating,sitting,0.5714285714285714,False
woman,woman,1.0,True
not very,regular,0.0,False
0,30,0.5,False
tennis,tennis,1.0,True
horse,horse,1.0,True
black and white,black and white,1.0,True
baseball,baseball,1.0,True
brick,brick,1.0,True
ketchup,vanilla,0.0,False
lab,collie,0.0,False
living room,living room,1.0,True
coca cola,coca cola,1.0,True
ball,socks,0.0,False
wheat,wheat,1.0,True
kite flying,frisbee,0.0,False
sneakers,sneakers,1.0,True
tennis racket,tennis racket,1.0,True
0,13,0.0,False
many,35,0.0,False
9,20,0.0,False
grass,grass,1.0,True
bat,ball,0.5,False
jet,jet,1.0,True
bench,bench,1.0,True
cow,cows,0.75,False
black and white,black and white,1.0,True
sink,curtain,0.0,False
kite,nothing,0.0,False
9,10,0.0,False
baseball,baseball,1.0,True
table,bed,0.0,False
skis,skis,1.0,True
train station,outside,0.0,False
silver,yellow,0.0,False
silver,silver,1.0,True
bananas,banana,0.8571428571428572,False
sandwich,sandwich,1.0,True
skiing,skiing,1.0,True
pepperoni,pepperoni,1.0,True
not possible,business,0.0,False
0,1,0.0,False
beef,beef,1.0,True
concrete,metal,0.0,False
gray,orange,0.0,False
hotel,hotel,1.0,True
tan,tan,1.0,True
tennis player,ball,0.0,False
suitcase,suitcase,1.0,True
cake,cake,1.0,True
playing frisbee,catching frisbee,0.6875,False
8,5,0.0,False
in air,in air,1.0,True
batter,catcher,0.5714285714285714,False
brick,asphalt,0.0,False
tomato,tomato,1.0,True
baseball,baseball,1.0,True
dog,dog,1.0,True
surfing,surfing,1.0,True
vegetables,beans,0.0,False
snow,snow,1.0,True
skateboarding,skateboarding,1.0,True
apples,photographer,0.0,False
rainy,cloudy,0.0,False
skateboard,skateboard,1.0,True
orange,yellow,0.0,False
banana,toast,0.0,False
beach,sand,0.0,False
cloudy,clear,0.0,False
spinach,spinach,1.0,True
clock,flowers,0.0,False
cake,candles,0.0,False
female,female,1.0,True
striped,striped,1.0,True
skis,skis,1.0,True
surfer,surfer,1.0,True
living room,living room,1.0,True
chinese,chinese,1.0,True
elephants,elephants,1.0,True
donuts,donuts,1.0,True
yellow,brown,0.0,False
food,dinner,0.0,False
tan,brown,0.0,False
umbrella,jacket,0.0,False
carriage,carriage,1.0,True
taking off,luggage,0.0,False
stripes,fish,0.0,False
wii remote,controller,0.0,False
outside,san francisco,0.0,False
white,striped,0.0,False
flowers,flowers,1.0,True
flowers,flower,0.8571428571428572,False
bedroom,bedroom,1.0,True
purse,belt,0.0,False
carrots,carrot,0.8571428571428572,False
books,book,0.8,False
sitting,smiling,0.5714285714285714,False
sidewalk,decoration,0.0,False
peppers,basil,0.0,False
cake,fruit,0.0,False
trees,crane,0.0,False
0,8,0.0,False
hay,milk,0.0,False
cheese,left,0.0,False
pizza,woman,0.0,False
black and white,brown and white,0.7333333333333334,False
grass,grass,1.0,True
circle,star,0.0,False
bathroom,bathroom,1.0,True
glove,glove,1.0,True
0,5,0.0,False
laptop,laptop,1.0,True
towel,toilet paper,0.0,False
baseball field,baseball field,1.0,True
boats,boats,1.0,True
ceramic,ceramic,1.0,True
black and white,tan,0.0,False
motorola,motorola,1.0,True
cows,milk,0.0,False
umpire,umpire,1.0,True
on table,on table,1.0,True
brick,brick,1.0,True
blender,blender,1.0,True
glasses,sunglasses,0.7,False
winter,winter,1.0,True
paper,paper,1.0,True
fire,fire,1.0,True
0,16,0.0,False
0,1,0.0,False
in water,background,0.0,False
fruit,salad,0.0,False
tan,orange,0.0,False
sunny,setting,0.0,False
apples,apple,0.8333333333333334,False
urban,urban,1.0,True
chocolate,frosting,0.0,False
soccer,soccer,1.0,True
14,8,0.0,False
roses,roses,1.0,True
sand,sand,1.0,True
silver,silver,1.0,True
lettuce,lettuce,1.0,True
10,1,0.5,False
soccer,soccer,1.0,True
triangle,triangle,1.0,True
vegetables,carrots,0.0,False
toilet paper,shower,0.0,False
carrots,oranges,0.0,False
orange,oranges,0.8571428571428572,False
beer,beer,1.0,True
table,inside,0.0,False
glasses,smile,0.0,False
seagulls,seagulls,1.0,True
train,train,1.0,True
12,4,0.0,False
bedroom,bedroom,1.0,True
cake,teddy bear,0.0,False
motorcycle,motorcycles,0.9090909090909091,False
rice,chinese,0.0,False
hot dog,ketchup,0.0,False
10,14,0.5,False
double decker,double decker,1.0,True
luggage,parking meter,0.0,False
waves,sunny,0.0,False
right,right,1.0,True
solid,solid,1.0,True
street,street,1.0,True
tongue,car,0.0,False
3,9,0.0,False
3,6,0.0,False
gold,gold,1.0,True
jet,propeller,0.0,False
kite,kite,1.0,True
rainy,rain,0.8,False
bakery,starbucks,0.0,False
british,british,1.0,True
ocean,ocean,1.0,True
toilet,toilet,1.0,True
phone,phone,1.0,True
skateboarding,skateboarding,1.0,True
black and white,no dog,0.0,False
tan,red,0.0,False
tennis,tennis,1.0,True
umbrella,umbrella,1.0,True
horse,horse,1.0,True
red and white,red and white,1.0,True
male,male,1.0,True
mountain,mountain,1.0,True
goggles,goggles,1.0,True
woman,man on left,0.0,False
plastic,cookies,0.0,False
boat,boat,1.0,True
samsung,dell,0.0,False
kite,kite,1.0,True
blue and white,black,0.0,False
panda,panda,1.0,True
stop,stop,1.0,True
9,7,0.0,False
grazing,grazing,1.0,True
purple,blue,0.0,False
banana,banana,1.0,True
water,chair,0.0,False
metal,metal,1.0,True
9,16,0.0,False
wilson,wilson,1.0,True
visor,visor,1.0,True
tow truck,tow truck,1.0,True
cleats,regular,0.0,False
oranges,cat,0.0,False
soda,cheese,0.0,False
7,13,0.0,False
harley,harley,1.0,True
suit,smile,0.0,False
elephant,elephant,1.0,True
flowers,cake,0.0,False
new york,rural,0.0,False
downhill,above,0.0,False
lamp,lights,0.0,False
bird,water,0.0,False
photographer,photographer,1.0,True
brown,brown,1.0,True
summer,fall,0.0,False
black and white,motorcycle,0.0,False
open,open,1.0,True
9,0,0.0,False
banana,banana,1.0,True
cat,meat,0.5,False
sandwich,donut,0.0,False
blue,yellow,0.0,False
refrigerator,bag,0.0,False
giraffe,giraffe,1.0,True
english,english,1.0,True
13,13,1.0,True
floor,floor,1.0,True
rectangle,rectangle,1.0,True
chinese,chinese,1.0,True
7,many,0.0,False
africa,africa,1.0,True
banana,banana,1.0,True
solid,stripes,0.0,False
apron,apron,1.0,True
home,restaurant,0.0,False
bus,truck,0.0,False
orange,blue,0.0,False
3 feet,green,0.0,False
snowboarding,snowboarding,1.0,True
girl,girl,1.0,True
rock,rock,1.0,True
floral,floral,1.0,True
short,short,1.0,True
motorcycle,racing,0.0,False
sunny,sunny,1.0,True
electricity,cargo,0.0,False
food,shirt,0.0,False
kitchen,kitchen,1.0,True
straight,both,0.0,False
solid,tile,0.0,False
sitting,laying down,0.0,False
metal,metal,1.0,True
gray,gray,1.0,True
cake,cake,1.0,True
donuts,donuts,1.0,True
horse,woman,0.0,False
cow,cow,1.0,True
downtown,nowhere,0.0,False
umbrella,carpet,0.0,False
female,male,0.6666666666666667,False
giraffes,giraffes,1.0,True
male,male,1.0,True
grazing,eating,0.5714285714285714,False
3,lot,0.0,False
peace,peace,1.0,True
sand,sand,1.0,True
beach,riding,0.0,False
usa,usa,1.0,True
afternoon,afternoon,1.0,True
on,messy,0.0,False
oak,oak,1.0,True
lights,wall,0.0,False
flowers,ceiling,0.0,False
trees,x,0.0,False
cooking,cooking,1.0,True
cloudy,clear,0.0,False
toyota,trailer,0.0,False
kites,sitting,0.0,False
bikes,bikes,1.0,True
blue and white,orange,0.0,False
cloudy,rainbow,0.0,False
white,red,0.0,False
bear,tiger,0.0,False
skateboard,fall,0.0,False
birthday,birthday,1.0,True
table,on table,0.625,False
glasses,hair,0.0,False
spinach,tomatoes,0.0,False
grass,grass,1.0,True
0,0,1.0,True
skis,snow,0.0,False
hot dog,hot dog,1.0,True
many,4,0.0,False
wood,wood,1.0,True
black and white,black and gray,0.6666666666666667,False
street,main,0.0,False
hat,hat,1.0,True
snowboard,snowboard,1.0,True
zebras,zebras,1.0,True
english,german,0.0,False
elephant,log,0.0,False
lamp,mirror,0.0,False
silver,gray,0.0,False
sunny,overcast,0.0,False
skateboard,bench,0.0,False
electric,granite,0.0,False
many,3,0.0,False
fruit,bananas,0.0,False
many,8,0.0,False
0,3,0.0,False
phone,phone,1.0,True
camera,camera,1.0,True
beer,beer,1.0,True
parasailing,surfing,0.0,False
clear,white and blue,0.0,False
lettuce,egg,0.0,False
summer,winter,0.0,False
9,12,0.0,False
2,5,0.0,False
women,women,1.0,True
trees,nothing,0.0,False
windows,windows,1.0,True
motorcycle,motorcycle,1.0,True
knife,spoon,0.0,False
standing,walking,0.5,False
air canada,air canada,1.0,True
sheep,sheep,1.0,True
tea,juice,0.0,False
food,food,1.0,True
living room,living room,1.0,True
carrots,carrots,1.0,True
building,bus,0.0,False
camera,hungry,0.0,False
young,1,0.0,False
10,7,0.0,False
plane,airplane,0.625,False
motorcycles,dirt,0.0,False
playing wii,playing wii,1.0,True
10,6,0.0,False
dell,dell,1.0,True
many,many,1.0,True
gray,gray,1.0,True
cake,cake,1.0,True
books,books,1.0,True
asian,chinese,0.0,False
0,7,0.0,False
green,red,0.0,False
left,left,1.0,True
jeans,tank top,0.0,False
plastic,plastic,1.0,True
plastic,metal,0.0,False
afternoon,morning,0.0,False
wood,wood,1.0,True
glazed,cake,0.0,False
breakfast,dinner,0.0,False
sidewalk,street,0.0,False
broccoli,lemon,0.0,False
day,night,0.0,False
winter,winter,1.0,True
tomato,tomato,1.0,True
private,private,1.0,True
refrigerator,trash can,0.0,False
table,desk,0.0,False
collar,nothing,0.0,False
50,50,1.0,True
black and white,green and white,0.6666666666666667,False
concrete,bridge,0.0,False
black and white,blue,0.0,False
inside,inside,1.0,True
lettuce,lettuce,1.0,True
water,water,1.0,True
9,17,0.0,False
train station,church,0.0,False
fruit,birds,0.0,False
0,5,0.0,False
spanish,french,0.0,False
umbrella,umbrella,1.0,True
horses,horses,1.0,True
back,back,1.0,True
cloudy,cloudy,1.0,True
hot dog,pepperoni,0.0,False
boat,bus,0.0,False
bedroom,bedroom,1.0,True
living room,living room,1.0,True
broccoli,beans,0.0,False
grazing,eating,0.5714285714285714,False
oranges,dog,0.0,False
horse,horse,1.0,True
oven,microwave,0.0,False
summer,winter,0.0,False
50,17,0.0,False
7,5,0.0,False
phone,watch,0.0,False
office,outdoor,0.0,False
delta,cargo,0.0,False
male,male,1.0,True
england,england,1.0,True
old,old,1.0,True
purple,pink,0.0,False
green,green,1.0,True
12,1,0.5,False
water skiing,skiing,0.5,False
banana,orange,0.0,False
black and white,orange,0.0,False
scissors,scissors,1.0,True
trees,house,0.0,False
silver,white,0.0,False
giraffe,giraffe,1.0,True
apples,apples,1.0,True
in water,pool,0.0,False
double decker,double decker,1.0,True
rock,tree,0.0,False
9,6,0.0,False
living room,wall,0.0,False
wii,wii,1.0,True
phone,phone,1.0,True
living room,living room,1.0,True
cows,cows,1.0,True
wii remote,wii remote,1.0,True
frisbee,frisbee,1.0,True
hay,horse,0.0,False
hat,hat,1.0,True
catching,catching,1.0,True
clear,orange,0.0,False
tennis player,hands,0.0,False
beach,parasailing,0.0,False
broccoli,broccoli,1.0,True
birthday,halloween,0.0,False
helmet,goggles,0.0,False
food,banana,0.0,False
english,english,1.0,True
apple,apple,1.0,True
black and white,black,0.0,False
tile,wood,0.0,False
horses,horses,1.0,True
on pole,dusk,0.0,False
leaves,camera,0.0,False
ponytail,short,0.0,False
snow,snow,1.0,True
silver,gray,0.0,False
office,office,1.0,True
kitchen,kitchen,1.0,True
brick,wood,0.0,False
kite,kite,1.0,True
tan,soft,0.0,False
phone,no idea,0.0,False
living room,living room,1.0,True
skateboard,paper,0.0,False
no one,men,0.0,False
microphone,microphone,1.0,True
refrigerator,floor,0.0,False
twin,twin,1.0,True
skateboarding,skateboarding,1.0,True
roman,regular,0.0,False
clouds,clouds,1.0,True
7,15,0.0,False
9,50,0.0,False
cowboy,stripes,0.0,False
chair,floor,0.0,False
orange,toast,0.0,False
many,8,0.0,False
giraffe,giraffe,1.0,True
noon,10:20,0.0,False
walking,walking,1.0,True
wii,wii,1.0,True
sidewalk,sidewalk,1.0,True
bulldog,poodle,0.0,False
living room,living room,1.0,True
fire hydrant,fire hydrant,1.0,True
bear,bear,1.0,True
soup,chinese,0.0,False
asian,asian,1.0,True
playing wii,playing wii,1.0,True
go,happy,0.0,False
palm,palm,1.0,True
adults,boys,0.0,False
fire hydrant,fire hydrant,1.0,True
plane,plane,1.0,True
kia,ford,0.0,False
pink,pink,1.0,True
train,train,1.0,True
silver,black,0.0,False
spring,winter,0.0,False
9,14,0.0,False
no one,girl,0.0,False
plane,building,0.0,False
new,old,0.0,False
orange,orange,1.0,True
donuts,people,0.0,False
cross,windows,0.0,False
tv,blinds,0.0,False
grazing,eating,0.5714285714285714,False
left,up,0.0,False
12,30,0.0,False
rain,rain,1.0,True
bat,baseball bat,0.0,False
kitchen,kitchen,1.0,True
salad,salad,1.0,True
sheep,sheep,1.0,True
right,right,1.0,True
graffiti,water,0.0,False
pink,pink,1.0,True
many,19,0.0,False
horse,horse,1.0,True
9,6,0.0,False
eating,eating,1.0,True
zebra,zebras,0.8333333333333334,False
10 feet,short,0.0,False
laptop,laptop,1.0,True
12,6,0.0,False
glasses,knife,0.0,False
grass,grass,1.0,True
10,12,0.5,False
eating,eating,1.0,True
carpet,carpet,1.0,True
bear,bear,1.0,True
cloudy,cloudy,1.0,True
no one,no one,1.0,True
umbrella,purse,0.0,False
very,very,1.0,True
down,down,1.0,True
stainless steel,stainless steel,1.0,True
apple,laptop,0.0,False
dog,truck,0.0,False
baseball,baseball,1.0,True
camera,purse,0.0,False
cat,cat,1.0,True
silver,pink,0.0,False
butterfly,bird,0.0,False
soup,orange,0.0,False
granite,granite,1.0,True
africa,tusks,0.0,False
car,passenger,0.0,False
boat,boat,1.0,True
sunny,cloudy,0.0,False
9,4,0.0,False
outside,street,0.0,False
cat,cat,1.0,True
0,2,0.0,False
sony,sony,1.0,True
toilet,shower,0.0,False
branch,stone,0.0,False
hat,hat,1.0,True
wall,sink,0.0,False
eating,nothing,0.5714285714285714,False
blonde,blonde,1.0,True
england,england,1.0,True
snowboarding,snowboarding,1.0,True
salad,salad,1.0,True
clock,building,0.0,False
nike,nike,1.0,True
bathroom,bathroom,1.0,True
carriage,carriage,1.0,True
